,word,freq,meaning
1063,aurez,22702,will have
1064,voie,22636,way
1065,réunion,22601,meeting
1066,connu,22593,known
1067,allée,22556,aisle
1068,intérêt,22538,interest
1069,cheval,22524,horse
1070,combat,22516,combat
1071,silence,22487,silence
1072,coups,22485,strokes
1073,existe,22455,exist
1074,ia,22453,it
1075,retourne,22426,return
1076,tel,22393,tel
1077,trou,22363,marry
1078,public,22293,public
1079,peter,22251,peter
1080,oeil,22186,eye
1081,pleine,22153,full
1082,cacher,22151,hide
1083,amoureux,22137,lover
1084,drogue,22119,drug
1085,commandant,22118,commandant
1086,garçons,22071,boys
1087,faisons,22048,let's do
1088,paul,21991,paul
1089,n,21978,n
1090,tient,21944,is holding
1091,est-elle,21883,is she
1092,prise,21880,socket
1093,gouvernement,21860,government
1094,dirai,21844,will say
1095,client,21828,client
1096,adresse,21825,address
1097,journal,21815,journal
1098,contact,21797,contact
1099,dingue,21787,crazy
1100,sent,21757,sent
1101,récupérer,21729,to recover
1102,base,21713,base
1103,preuves,21712,evidence
1104,présente,21683,present
1105,peau,21661,skin
1106,servir,21656,serve
1107,peuple,21655,people
1108,exemple,21652,example
1109,fiche,21652,form
1110,max,21608,max
1111,promets,21565,promotion
1112,lequel,21558,which
1113,blessé,21552,hurt
1114,c,21528,c
1115,société,21526,Company
1116,tort,21494,tort
1117,sept,21493,sept
1118,pourriez,21456,could
1119,savent,21437,know
1120,ouvert,21418,open
1121,héros,21415,hero
1122,menti,21357,save
1123,mer,21299,more
1124,contente,21297,satisfied
1125,quitté,21209,quits
1126,jeter,21209,jeter
1127,sauvé,21184,Safe
1128,bière,21153,beer
1129,assis,21149,sat
1130,robe,21141,robe
1131,ecoutez,21141,Listen
1132,devient,21122,becomes
1133,félicitations,21101,Congratulations
1134,opération,21099,operation
1135,prévu,21029,foreseen
1136,fut,21012,was
1137,tenez,20998,hold
1138,livres,20995,books
1139,répondre,20990,answer
1140,seuls,20989,only
1141,pute,20985,whore
1142,entrée,20964,entrance
1143,vol,20952,vol
1144,horrible,20910,horrible
1145,vin,20883,become
1146,dommage,20879,Shame
1147,dites-moi,20865,tell me
1148,auriez,20842,would have
1149,colonel,20840,colonel
1150,ramener,20818,to bring back
1151,règles,20817,rules
1152,nez,20807,nose
1153,justice,20765,justice
1154,fbi,20727,fbi
1155,découvert,20726,discovered
1156,départ,20689,departure
1157,bruit,20665,noise
1158,secours,20663,rescue
1159,vérifier,20657,check
1160,enceinte,20595,pregnant
1161,mise,20571,putting
1162,témoin,20543,witness
1163,dirais,20539,would say
1164,directeur,20517,director
1165,intéressant,20484,interesting
1166,excuse,20473,excuse
1167,environ,20468,approximately
1168,t,20438,t
1169,inutile,20414,useless
1170,terrible,20402,terrible
1171,danse,20395,dance
1172,position,20385,position
1173,humain,20379,human
1174,apparemment,20336,apparently
1175,avenir,20307,future
1176,rêves,20260,dreams
1177,œil,20209,eye
1178,bête,20196,beast
1179,sérieusement,20120,seriously
1180,bravo,20115,bravo
1181,approche,20087,approach
1182,nourriture,20052,food
1183,fric,20041,money
1184,plupart,20040,plupart
1185,lycée,20038,high school
1186,tas,20038,that
1187,empêcher,20006,to prevent
1188,longue,20004,long
1189,sexe,19997,sex
1190,niveau,19994,level
1191,banque,19988,bank
1192,éviter,19974,avoid
1193,étions,19964,were
1194,lune,19957,moon
1195,pitié,19942,pity
1196,liberté,19931,freedom
1197,expérience,19918,experience
1198,procès,19903,trial
1199,radio,19903,radio
1200,hum,19890,hum
1201,verra,19883,worse
1202,thé,19875,tea
1203,partez,19853,set off
1204,utilisé,19845,used
1205,mur,19838,wall
1206,pose,19824,pose
1207,revenu,19814,income
1208,deuxième,19810,second
1209,bande,19808,band
1210,asseyez-vous,19778,sit down
1211,certaines,19769,some
1212,ridicule,19756,ridicule
1213,nord,19732,north
1214,appelez,19711,call
1215,copine,19703,girlfriend
1216,baiser,19692,kiss
1217,anglais,19687,English
1218,henry,19636,henry
1219,toilettes,19610,bathroom
1220,portes,19599,doors
1221,faudra,19593,will have to
1222,occupé,19592,busy
1223,grands,19559,tidy
1224,and,19529,and
1225,dérange,19450,disturbs
1226,rôle,19448,role
1227,censé,19369,supposed
1228,savez-vous,19361,Do you know
1229,james,19347,james
1230,reine,19286,queen
1231,croit,19276,believes
1232,cour,19270,court
1233,église,19259,church
1234,vide,19247,vide
1235,obtenir,19233,get
1236,conneries,19232,bullshit
1237,ennuis,19229,troubles
1238,personnel,19199,personnel
1239,conduire,19187,to drive
1240,tombé,19165,fall
1241,sol,19160,sun
1242,code,19148,code
1243,huit,19144,eight
1244,avions,19144,planes
1245,espoir,19132,hope
1246,comprenez,19110,understand
1247,spécial,19110,special
1248,vidéo,19093,video
1249,vêtements,19070,clothes
1250,défense,19067,defense
1251,alex,19035,alex
1252,sud,19019,south
1253,grand-mère,18994,Grandmother
1254,match,18970,match
1255,bombe,18920,bomb
1256,intéresse,18888,interested
1257,zone,18882,zone
1258,tante,18869,many
1259,paraît,18868,appears
1260,excuser,18825,excuse
1261,magasin,18790,store
1262,marier,18782,marry
1263,chère,18776,dear
1264,aie,18755,aie
1265,souvenir,18730,souvenir
1266,proche,18698,close
1267,revient,18664,come back
1268,danny,18641,danny
1269,douleur,18633,pain
1270,arrivera,18624,to arrive at
1271,presse,18614,press
1272,merveilleux,18609,wonderful
1273,asseoir,18573,Sit
1274,ravi,18561,treatment
1275,aimais,18539,loved
1276,h.,18519,h.
1277,amérique,18514,America
1278,fenêtre,18461,window
1279,mien,18458,mien
1280,terrain,18458,terrain
1281,sergent,18438,sergeant
1282,peux-tu,18386,can you
1283,projet,18376,project
1284,quartier,18371,neighborhood
1285,planète,18365,planet
1286,certainement,18354,certainly
1287,rapide,18343,fast
1288,lorsque,18327,when
1289,assurer,18311,ensure
1290,rendu,18264,rendering
1291,mignon,18262,mignon
1292,tourne,18249,turned
1293,danser,18238,to dance
1294,bob,18238,bob
1295,clients,18233,clients
1296,petites,18226,small
1297,aimez,18200,like
1298,présenter,18198,to present
1299,importance,18188,importance
1300,venus,18185,venus
1301,jimmy,18170,jimmy
1302,sache,18159,matter
1303,mérite,18141,deserved
1304,machine,18119,machine
1305,derniers,18093,last
1306,programme,18092,programme
1307,mesdames,18055,ladies
1308,meilleurs,18045,best
1309,honnête,18036,honest
1310,essayez,18017,try
1311,irai,17992,go
1312,connard,17990,asshole
1313,occasion,17985,occasion
1314,prouver,17969,prove
1315,travaillé,17956,work
1316,glace,17947,ice
1317,ayez,17946,have
1318,parie,17942,bett
1319,camion,17923,truck
1320,fier,17888,iron
1321,discuter,17845,discuss
1322,village,17843,village
1323,spectacle,17835,spectacle
1324,d,17834,d
1325,nul,17822,null
1326,rose,17817,rose
1327,touché,17811,touch
1328,mangé,17787,eat
1329,vis,17786,Str
1330,parole,17774,parole
1331,rencontre,17759,encounter
1332,apprécie,17744,appreciate
1333,jane,17732,jane
1334,réalité,17731,reality
1335,savons,17720,soaps
1336,respect,17693,respect
1337,remettre,17664,to put back
1338,vacances,17653,vacation
1339,détruire,17634,destroy
1340,choisir,17596,choose
1341,ha,17590,ha
1342,découvrir,17577,discover
1343,idées,17567,ideas
1344,officier,17525,officer
1345,frères,17523,brothers
1346,sert,17513,hard
1347,bill,17488,bill
1348,solution,17472,solution
1349,informations,17462,information
1350,attendais,17456,expected
1351,monstre,17409,monster
1352,sexy,17397,sexy
1353,ordinateur,17386,computer
1354,retrouvé,17373,found
1355,nature,17310,nature
1356,rappeler,17308,remind
1357,énergie,17295,energy
1358,pierre,17291,pierre
1359,utilise,17286,utilise
1360,pression,17283,pressure
1361,chaussures,17265,shoes
1362,faite,17259,done 
1363,histoires,17242,stories
1364,sarah,17229,sarah
1365,marié,17219,married
1366,espace,17198,space
1367,soient,17192,be
1368,nick,17135,nick
1369,portable,17131,portable
1370,préparer,17120,prepare
1371,nécessaire,17109,necessary
1372,court,17099,court
1373,offrir,17091,to offer
1374,will,17084,will
1375,ai-je,17046,have I got
1376,tony,17044,tony
1377,envers,17043,towards
1378,bain,17027,bain
1379,charge,17025,charge
1380,mary,17022,mary
1381,harry,16999,harry
1382,jim,16997,jim
1383,ennemi,16980,enemy
1384,arrivent,16962,arrive
1385,immédiatement,16961,immediately
1386,finalement,16958,Ultimately
1387,énorme,16953,huge
1388,grand-père,16950,grandfather
1389,test,16926,test
1390,gagne,16912,won
1391,réfléchir,16869,to reflect on
1392,victimes,16859,victims
1393,chanter,16855,sing
1394,futur,16836,Futur
1395,lâche,16833,coward
1396,mademoiselle,16798,mademoiselle
1397,copain,16771,boyfriend
1398,enlever,16765,to remove
1399,pensez-vous,16747,Do you think
1400,retrouve,16734,found
1401,épouser,16725,marry
1402,fleurs,16704,flowers
1403,salope,16686,slut
1404,aies,16662,aies
1405,gosse,16662,gosse
1406,arranger,16628,arranger
1407,riche,16593,rich
1408,faits,16574,facts
1409,ancien,16556,ancient
1410,stop,16540,stop
1411,accepter,16539,accept
1412,restes,16529,remains
1413,nouveaux,16518,new
1414,sauter,16513,jump
1415,suspect,16512,suspect
1416,vies,16509,Vies
1417,durant,16501,Durant
1418,invité,16440,guest
1419,politique,16434,policy
1420,dents,16431,dents
1421,patient,16427,patient
1422,repas,16406,meal
1423,urgence,16388,emergency
1424,cartes,16354,cards
1425,jambes,16341,legs
1426,conversation,16314,conversation
1427,telle,16302,such
1428,bus,16280,bus
1429,to,16279,to
1430,tourner,16279,turn
1431,toucher,16270,to touch
1432,mémoire,16270,memory
1433,série,16259,series
1434,mariée,16249,bride
1435,contraire,16246,opposite
1436,vent,16230,vent
1437,taille,16228,size 
1438,donnez-moi,16213,Give me
1439,trouves,16212,found
1440,celui-là,16208,that one
1441,chat,16188,chat
1442,continuez,16181,continue
1443,contrat,16160,CONTRACT
1444,couteau,16153,knife
1445,double,16099,double
1446,dure,16090,hard
1447,carrière,16078,career
1448,excuse-moi,16028,excuse me
1449,ray,16001,ray
1450,regardé,15989,look at
1451,descendre,15983,to come down
1452,université,15980,university
1453,sentiments,15974,sentiments
1454,papier,15951,paper
1455,remarqué,15947,REMARK
1456,noms,15941,names
1457,vécu,15937,lived
1458,courage,15927,courage
1459,beauté,15915,beauty
1460,bu,15902,this
1461,tais-toi,15883,shut up
1462,après-midi,15874,afternoon
1463,excellent,15812,excellent
1464,assieds-toi,15798,Sit down
1465,richard,15788,richard
1466,propres,15774,clean
1467,parmi,15764,among
1468,forte,15754,strong
1469,étant,15749,being
1470,couple,15721,couple
1471,aiment,15719,like
1472,permis,15716,permit
1473,différence,15704,difference
1474,faudrait,15703,should
1475,course,15682,course
1476,humains,15678,humans
1477,dégage,15675,cleared
1478,mille,15669,which
1479,accès,15642,access
1480,cible,15637,target
1481,joyeux,15633,happy
1482,bonheur,15633,happiness
1483,aimait,15608,loved
1484,manqué,15597,lack
1485,action,15593,action
1486,steve,15522,steve
1487,aidé,15518,help
1488,vouliez,15507,wanted
1489,trouvez,15505,Find
1490,films,15485,films
1491,emmène,15481,take
1492,marie,15471,marie
1493,taxi,15435,taxi
1494,restaurant,15430,restaurant
1495,crise,15403,crisis
1496,piste,15347,track
1497,dernières,15346,latest
1498,puisque,15343,since
1499,blanche,15337,blanche
1500,coupe,15333,coupe
1501,secrets,15321,secrets
1502,prince,15310,prince
1503,marrant,15297,funny
1504,raisons,15287,reasons
1505,refuse,15283,refuse
1506,apporté,15240,brought
1507,cassé,15229,broken
1508,lors,15229,during
1509,mettez,15223,put
1510,dis-lui,15213,tell him
1511,tuée,15210,killed
1512,maladie,15199,disease
1513,mienne,15183,mine
1514,rentré,15171,go home
1515,week-end,15143,week-end
1516,excuses,15134,excuses
1517,km,15130,km
1518,alcool,15083,alcohol
1519,voudrait,15082,would like
1520,fil,15082,in
1521,rends,15074,renders
1522,quitte,15070,quits
1523,couché,15069,layer
1524,disons,15055,let's say
1525,totalement,15039,totally
1526,claire,15030,claire
1527,it,15012,it
1528,londres,14996,London
1529,remercier,14979,thank
1530,mêmes,14950,same
1531,partis,14939,gone
1532,pensait,14934,thought
1533,île,14931,island
1534,tommy,14931,tommy
1535,remercie,14924,thanks
1536,caméra,14900,camera
1537,pensent,14894,think
1538,suis-je,14890,am I
1539,pleurer,14882,cry
1540,régler,14862,adjust
1541,ouvrez,14860,open
1542,entier,14860,entire
1543,foutu,14859,damn
1544,types,14841,types
1545,fermer,14841,close
1546,animaux,14811,animals
1547,dise,14808,disk
1548,image,14791,image
1549,étage,14775,floor
1550,rejoindre,14756,join
1551,soldats,14724,soldiers
1552,amuser,14720,entertain
1553,points,14710,points
1554,suivi,14703,follow up
1555,oubliez,14695,forget
1556,langue,14649,language
1557,direction,14616,direction
1558,frais,14610,costs
1559,veuillez,14609,please
1560,miss,14594,miss
1561,soldat,14572,soldier
1562,couleur,14567,color
1563,bouger,14561,to move
1564,frappé,14549,struck
1565,frapper,14537,hit
1566,venait,14533,came
1567,raté,14530,missed
1568,évidemment,14516,obviously
1569,sacré,14485,sacred
1570,clés,14470,keys
1571,mentir,14455,to lie
1572,épouse,14418,marry
1573,troisième,14405,third
1574,johnny,14375,johnny
1575,amy,14372,amy
1576,jésus,14329,Jesus
1577,faible,14327,weak
1578,ryan,14316,ryan
1579,afin,14300,in order to
1580,bleu,14265,blue
1581,failli,14256,falling
1582,courir,14252,run
1583,américain,14245,American
1584,détails,14215,details
1585,pont,14160,point
1586,gay,14151,gay
1587,regarde-moi,14151,look at me
1588,jake,14103,jake
1589,billy,14103,billy
1590,attraper,14102,catch
1591,papiers,14099,papers
1592,poisson,14098,poisson
1593,lui-même,14094,itself
1594,wow,14088,wow
1595,chiens,14064,dogs
1596,date,14059,date
1597,intention,14048,intention
1598,procureur,14043,prosecutor
1599,goût,14034,taste
1600,pourras,14032,can
1601,shérif,14028,sheriff
1602,sais-tu,14010,Do you know
1603,arrêt,14004,stop
1604,sourire,13997,smile
1605,lait,13991,milk
1606,chasse,13973,hunting
1607,signal,13967,signal
1608,parlait,13963,was talking
1609,destin,13961,destin
1610,marre,13958,GET
1611,français,13943,French
1612,princesse,13938,princess
1613,paie,13929,pay
1614,foi,13929,he was
1615,chier,13898,take a dump
1616,dois-je,13889,should I
1617,présence,13878,presence
1618,doigts,13876,fingers
1619,partenaire,13861,partner
1620,quelles,13857,what
1621,daniel,13854,daniel
1622,préféré,13854,favorite
1623,adieu,13845,adieu
1624,costume,13840,costume
1625,entreprise,13835,business
1626,utile,13832,useful
1627,calme-toi,13829,calm down
1628,lien,13826,lien
1629,unique,13816,unique
1630,appartient,13809,belongs
1631,attendant,13800,attendant
1632,amené,13796,bring
1633,moindre,13778,lesser
1634,quels,13765,what
1635,amener,13758,to bring
1636,amène,13732,bring
1637,enfoiré,13732,Motherfucker
1638,recherches,13716,research
1639,discours,13712,speech
1640,données,13712,data
1641,robert,13707,robert
1642,art,13693,art
1643,appelles,13667,calls
1644,salaud,13666,bastard
1645,penses-tu,13660,do you think
1646,magie,13658,magic
1647,bouteille,13650,bottle
1648,justement,13648,exactly
1649,raconter,13639,tell
1650,rapidement,13629,quickly
1651,bref,13620,Short
1652,tribunal,13605,tribunal
1653,viendra,13605,will come
1654,passée,13604,past
1655,superbe,13602,stunning
1656,pourrai,13589,could
1657,pièces,13579,pieces
1658,certaine,13577,certain
1659,obligé,13563,obliged
1660,formidable,13561,formidable
1661,pause,13561,pause
1662,identité,13533,identify
1663,campagne,13525,campaign
1664,lee,13517,lee
1665,auraient,13503,would have
1666,couper,13503,cut
1667,mark,13454,mark
1668,morceau,13445,piece
1669,os,13437,you
1670,lettres,13436,letters
1671,nombre,13435,name
1672,intelligent,13431,intelligent
1673,gâteau,13422,cake
1674,dépend,13415,depends
1675,job,13409,job
1676,jeux,13378,games
1677,compter,13369,count
1678,cou,13364,cou
1679,of,13362,of
1680,reprendre,13360,to resume
1681,joie,13339,joy
1682,agents,13329,agents
1683,gardes,13324,guards
1684,star,13321,star
1685,regard,13307,regard
1686,demandez,13295,Ask
1687,balles,13291,bullets
1688,vendu,13289,sold
1689,majesté,13285,majesty
1690,menace,13284,menace
1691,malgré,13278,despite
1692,appareil,13265,device
1693,demandais,13264,asked
1694,là-haut,13262,up there
1695,privé,13252,private
1696,adam,13238,adam
1697,forces,13238,forces
1698,fonctionne,13215,works
1699,méchant,13213,wicked
1700,jambe,13205,leg
1701,empreintes,13169,fingerprints
1702,ange,13146,ange
1703,agir,13130,to act
1704,noire,13107,black
1705,imbécile,13105,imbecile
1706,gentille,13083,kind
1707,labo,13078,pair
1708,résultats,13077,results
1709,toi-même,13068,yourself
1710,cinéma,13055,movie theater
1711,nouvel,13051,new
1712,malheureusement,13048,Unfortunately
1713,décider,13029,decide
1714,né,13015,neither
1715,importante,12994,important
1716,voulons,12986,want to
1717,détruit,12986,destroy
1718,parfaitement,12985,perfectly
1719,martin,12926,martin
1720,produit,12919,product
1721,réparer,12913,fix
1722,chapeau,12912,hat
1723,gérer,12904,manage
1724,écoute-moi,12891,listen to me
1725,adn,12870,DNA
1726,échange,12856,exchange
1727,mince,12856,mince
1728,bougez,12856,move
1729,parfaite,12849,perfect
1730,meurt,12824,dies
1731,fout,12805,wrong
1732,vitesse,12785,speed
1733,fermé,12782,farm
1734,succès,12779,success
1735,au-dessus,12779,above
1736,etre,12778,etre
1737,souvenirs,12777,souvenirs
1738,comprend,12769,understand
1739,odeur,12763,smell
1740,pain,12763,pain
1741,falloir,12757,to need
1742,aise,12740,easy
1743,caché,12730,hidden
1744,règle,12725,ruler
1745,imaginer,12723,imagine
1746,raconte,12720,tell
1747,vus,12713,sewing
1748,accepté,12708,accepted
1749,trouvée,12693,found
1750,dors,12689,thirst
1751,celui-ci,12689,to the one
1752,ministre,12686,minister
1753,infos,12676,Info
1754,vendredi,12669,Friday
1755,voitures,12669,cars
1756,lever,12659,lever
1757,arbre,12650,TREE
1758,maire,12641,mayor
1759,faveur,12627,favor
1760,pourraient,12623,could
1761,prendra,12622,will take
1762,surpris,12618,surprised
1763,jeté,12602,thrown
1764,également,12596,also
1765,fac,12569,do
1766,apporter,12563,bring
1767,washington,12554,washington
1768,champ,12543,champ
1769,peut-on,12542,can we
1770,comptes,12541,accounts
1771,échapper,12533,escape
1772,valeur,12521,value
1773,in,12520,in
1774,réel,12518,real
1775,couverture,12517,blanket
1776,million,12512,million
1777,article,12507,article
1778,doux,12507,soft
1779,parc,12504,park
1780,toit,12497,food
1781,unité,12494,unit
1782,resté,12491,stay
1783,plage,12480,beach
1784,partager,12432,share
1785,malin,12425,malin
1786,recevoir,12423,receive
1787,inquiétez,12408,worry
1788,attendu,12407,expected
1789,charles,12401,charles
1790,coffre,12398,chest
1791,uh,12397,uh
1792,eddie,12397,eddie
1793,chris,12393,chris
1794,celle-là,12388,that one
1795,ramène,12376,brings back
1796,mode,12376,mode
1797,folie,12366,madness
1798,extérieur,12344,outside
1799,van,12343,by
1800,membre,12335,member
1801,prévenir,12321,prevent
1802,cache,12316,cache
1803,inquiéter,12308,worry
1804,hasard,12306,chance
1805,concerne,12304,concerned
1806,réponds,12290,answer
1807,génie,12290,genius
1808,j,12287,j
1809,parlais,12284,gauge
1810,parlons,12277,let's talk
1811,jardin,12269,garden
1812,saison,12232,season
1813,montré,12221,watch
1814,frappe,12203,struck
1815,enchanté,12191,delighted
1816,gosses,12185,gosses
1817,abandonner,12184,give up
1818,assure,12175,assure
1819,apporte,12169,brought
1820,prépare,12143,prepared
1821,mètres,12099,meters
1822,suivant,12094,following
1823,souhaite,12084,wish
1824,services,12082,services
1825,ouest,12079,west
1826,va-t',12060,va-t '
1827,poids,12057,weight
1828,poche,12050,few
1829,faisant,12031,doing
1830,répondu,12027,answered
1831,directement,12025,directly
1832,source,12022,source
1833,france,12002,france
1834,créer,12000,create
1835,samedi,11994,SATURDAY
1836,aidez-moi,11964,help me
1837,univers,11956,universe
1838,saura,11944,remains
1839,réalisé,11943,accomplished
1840,américains,11943,American
1841,perds,11934,losers
1842,membres,11927,members
1843,viande,11918,meat
1844,o',11917,O'
1845,bobby,11906,bobby
1846,sont-ils,11904,are they
1847,crois-moi,11902,believe me
1848,amoureuse,11899,in love
1849,grandes,11881,big ones
1850,changement,11873,change
1851,compliqué,11868,complicated
1852,bal,11845,bal
1853,page,11833,page
1854,conduit,11825,conduit
1855,passage,11813,passage
1856,piège,11801,trap
1857,kevin,11800,kevin
1858,ressens,11798,feeling
1859,accepte,11786,accepted
1860,grace,11784,grace
1861,fais-le,11777,do it
1862,amusant,11766,amusing
1863,dan,11761,and
1864,donnez,11755,give
1865,traces,11750,traces
1866,trésor,11750,treasure
1867,explique,11744,explain
1868,fesses,11738,buttocks
1869,perte,11733,loss
1870,fantôme,11724,ghost
1871,naissance,11722,birth
1872,retraite,11722,retirement
1873,regardes,11718,look
1874,franchement,11717,Frankly
1875,côtés,11717,sides
1876,larry,11716,larry
1877,étranger,11710,stranger
1878,poulet,11704,chicken
1879,vienne,11692,Vienna
1880,débarrasser,11686,rid
1881,enlève,11681,remove
1882,marque,11680,brand
1883,mens,11679,human
1884,fantastique,11640,fantastic
1885,cent,11632,cent
1886,beaux,11629,beautiful
1887,entendez,11626,hear
1888,ouverte,11606,opened
1889,bâtiment,11603,building
1890,a-t-elle,11589,has she
1891,devrions,11587,should
1892,embrasser,11579,to kiss
1893,tombée,11575,fall
1894,manquer,11572,miss
1895,entré,11572,between
1896,san,11551,san
1897,chevaux,11550,horses
1898,habite,11544,reside
1899,animal,11521,animal
1900,fatigué,11518,fatigue
1901,heureusement,11511,Fortunately
1902,billets,11504,tickets
1903,convaincre,11496,convince
1904,appelait,11493,called
1905,rachel,11486,rachel
1906,paradis,11483,heaven
1907,émission,11481,emission
1908,lance,11465,lance
1909,nettoyer,11460,to clean
1910,file,11438,file
1911,dimanche,11436,Sunday
1912,agréable,11428,pleasant
1913,plans,11415,plans
1914,conscience,11406,conscience
1915,ennemis,11401,enemies
1916,disant,11398,saying
1917,connaissance,11383,awareness
1918,douce,11375,gentle
1919,belles,11371,beautiful
1920,sentiment,11366,sentiment
1921,bataille,11333,battle
1922,perd,11326,lose
1923,pourrez,11321,can
1924,relations,11318,relations
1925,espérais,11316,hoped
1926,fais-moi,11310,Make me
1927,vôtre,11304,your
1928,servi,11297,served
1929,souci,11294,worry
1930,note,11294,note
1931,doigt,11286,finger
1932,mensonge,11283,lie
1933,volonté,11273,will
1934,walter,11258,walter
1935,victoire,11250,victory
1936,direct,11241,direct
1937,abandonné,11239,abandoned
1938,information,11239,information
1939,joindre,11238,join
1940,proches,11217,relatives
1941,brian,11216,brian
1942,droits,11213,rights
1943,eric,11211,eric
1944,nerveux,11200,nervous
1945,coupé,11190,coupé
1946,patients,11188,patients
1947,invités,11174,guests
1948,arrivés,11170,arrived
1949,descends,11167,descends
1950,pleure,11165,cry
1951,traitement,11165,treatment
1952,jerry,11163,jerry
1953,senti,11163,feeling
1954,cancer,11161,cancer
1955,répète,11156,say again
1956,reposer,11137,to rest
1957,regrette,11135,regret
1958,aide-moi,11114,help me
1959,flingue,11113,gun
1960,cousin,11110,cousin
1961,désormais,11107,From now on
1962,vérifié,11104,checked
1963,crains,11085,fearful
1964,douche,11080,douche
1965,gaz,11070,gas
1966,interdit,11067,forbidden
1967,théorie,11058,theory
1968,scott,11050,scott
1969,trace,11043,trace
1970,contrôler,11026,control
1971,signer,11018,signer
1972,no,11017,no
1973,demandes,11017,requests
1974,internet,11010,internet
1975,andy,11009,andy
1976,cherchez,10995,look
1977,salon,10991,salon
1978,pete,10982,pete
1979,serons,10978,will be
1980,appels,10933,calls
1981,lancer,10912,throw
1982,protection,10911,protection
1983,pantalon,10897,pants
1984,rappelles,10894,recall
1985,dossiers,10886,files
1986,style,10883,style
1987,ravie,10877,stunned
1988,semblant,10877,similar
1989,yeah,10871,yeah
1990,kim,10868,kim
1991,offert,10867,Free
1992,vieil,10865,old
1993,humaine,10847,human
1994,grandi,10844,big
1995,médicaments,10839,drugs
1996,acte,10826,ACTE
1997,moyens,10819,means
1998,lois,10809,lois
1999,kate,10805,kate
2000,meurs,10784,die
2001,laisserai,10780,will leave
2002,aéroport,10771,airport
2003,mauvaises,10755,bad
2004,détective,10742,detective
2005,autrement,10738,otherwise
2006,témoins,10736,witnesses
2007,queue,10736,queue
2008,coincé,10734,stuck
2009,mariés,10734,married
2010,sonne,10727,sun
2011,innocent,10726,innocent
2012,dira,10724,are
2013,créé,10723,created
2014,jason,10721,jason
2015,supporter,10712,supporter
2016,milliers,10701,thousands
2017,heu,10695,HEU
2018,infirmière,10685,nurse
2019,métier,10680,job
2020,crétin,10680,crétin
2021,retirer,10677,withdraw
